Full Name,Date of Birth,Country,State,Religion,Caste,Family Income,School Name,10th Percentage,Higher Education,12th Percentage,Diploma Percentage,Graduation Percentage,Course Type,University,Institution State,Tuition Fee,Exam Fee,Living Type,Hostel Fee,Travel Fee,Father's Name,Mother's Name,Bank Name,Branch Name,Credit Score
Nisha Sibal,2001-07-20,India,Telangana,Sikh,Other,1038431,Delhi Public School,69,Graduation,,,69.0,Law,University of Hyderabad,Telangana,199461,9684,Day Scholar,0,7996,Warjas,Oeshi,Bank of India,Hyderabad,771
sri Doshi,2003-11-19,India,Telangana,Muslim,OBC,502217,Delhi Public School,70,12th,85.0,,,Vocational Training,mrecw,Telangana,285848,4504,Hosteller,42642,0,Falan,Jhalak,Axis Bank,Hyderabad,676
Vivaan Dora,2005-09-18,India,Telangana,Sikh,ST,248922,Oakridge International School,77,Diploma,,80.0,,Arts,BITS Pilani Hyderabad,Telangana,171691,1130,Day Scholar,0,6130,Ishwar,Vidhi,Canara Bank,Hyderabad,642
Sanya Goyal,2002-06-28,India,Telangana,Hindu,General,714339,Hyderabad Public School,74,Graduation,,,64.0,PhD,Jawaharlal Nehru Technological University,Telangana,134455,3622,Day Scholar,0,9555,Jai,Mitali,Kotak Mahindra Bank,Hyderabad,784
Kian Vohra,2001-06-26,India,Telangana,Muslim,Other,685119,Bhavans,90,Diploma,,61.0,,Law,mrecw,Telangana,177897,8314,Day Scholar,0,4790,Aarav,Varenya,RBL Bank,Hyderabad,674
Rupa Banik,2001-11-05,India,Telangana,Other,OBC,922900,Hyderabad Public School,95,12th,60.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,161108,8828,Day Scholar,0,6421,Tanay,Ladli,HDFC Bank,Hyderabad,619
Aaditya Bahri,2002-11-12,India,Telangana,Muslim,General,168079,Delhi Public School,87,Diploma,,53.0,,Medical,mrecw,Telangana,150962,5845,Day Scholar,0,3228,Neel,Sara,Federal Bank,Hyderabad,678
Priya Nanda,2001-04-13,India,Telangana,Other,ST,572109,Narayana,85,Diploma,,90.0,,PhD,mrecw,Telangana,175720,1492,Day Scholar,0,8656,Quincy,Gautami,HDFC Bank,Hyderabad,847
Aaditya Pau,2004-03-10,India,Telangana,Other,ST,784367,Sri Chaitanya,87,12th,85.0,,,Vocational Training,BITS Pilani Hyderabad,Telangana,153147,4615,Day Scholar,0,2629,Champak,Mekhala,Union Bank of India,Hyderabad,709
Meera Borra,2006-02-27,India,Telangana,Sikh,ST,143528,Sri Chaitanya,67,Diploma,,61.0,,MBA,BITS Pilani Hyderabad,Telangana,160706,6603,Day Scholar,0,8698,Max,Watika,RBL Bank,Hyderabad,672
Nisha Chand,2004-08-18,India,Telangana,Hindu,General,1152538,Sri Chaitanya,63,12th,83.0,,,Medical,Osmania University,Telangana,139871,7287,Hosteller,40216,0,Rehaan,Ira,State Bank of India,Hyderabad,668
Arjun Kapadia,2006-10-23,India,Telangana,Christian,OBC,445688,Sri Chaitanya,63,12th,86.0,,,Law,BITS Pilani Hyderabad,Telangana,93449,4945,Hosteller,39133,0,Thomas,Ria,HDFC Bank,Hyderabad,824
Raj Rai,2003-05-28,India,Telangana,Hindu,ST,363433,Bhavans,94,Graduation,,,75.0,MBA,Jawaharlal Nehru Technological University,Telangana,96126,5175,Day Scholar,0,7435,Siddharth,Upasna,Kotak Mahindra Bank,Hyderabad,820
Saanvi Mahajan,2001-01-20,India,Telangana,Muslim,SC,916592,Delhi Public School,64,Graduation,,,82.0,Arts,Jawaharlal Nehru Technological University,Telangana,281107,2033,Hosteller,39642,0,Chandresh,Sanaya,RBL Bank,Hyderabad,773
Aditya Mistry,2001-09-28,India,Telangana,Sikh,General,941832,Narayana,66,Graduation,,,51.0,Arts,University of Hyderabad,Telangana,107140,7494,Day Scholar,0,3960,Yug,Meera,State Bank of India,Hyderabad,830
Aarav Soni,2001-03-20,India,Telangana,Muslim,OBC,149460,Sri Chaitanya,80,Diploma,,59.0,,Law,mrecw,Telangana,114393,9418,Day Scholar,0,3695,Hardik,Nimrat,RBL Bank,Hyderabad,701
Sanya Iyer,2004-01-11,India,Telangana,Muslim,Other,746389,Hyderabad Public School,71,12th,87.0,,,Vocational Training,mrecw,Telangana,71487,5110,Day Scholar,0,9560,Nitesh,Kritika,Axis Bank,Hyderabad,746
Aaditya Nazareth,2004-06-27,India,Telangana,Other,ST,972665,Sri Chaitanya,75,Graduation,,,57.0,MBA,Jawaharlal Nehru Technological University,Telangana,96254,4155,Day Scholar,0,3294,Naveen,Aachal,Canara Bank,Hyderabad,637
Shreya Ramesh,2006-07-13,India,Telangana,Muslim,SC,1064235,Delhi Public School,64,12th,72.0,,,Law,University of Hyderabad,Telangana,210189,7545,Hosteller,13098,0,Banjeet,Yutika,Punjab National Bank,Hyderabad,833
Sanya Sem,2003-08-08,India,Telangana,Hindu,Other,249510,Delhi Public School,86,12th,73.0,,,Law,Jawaharlal Nehru Technological University,Telangana,242926,7634,Day Scholar,0,6941,Zashil,Divya,Axis Bank,Hyderabad,843
Ayaan Varty,2005-06-04,India,Telangana,Other,General,671498,Hyderabad Public School,78,12th,95.0,,,PhD,University of Hyderabad,Telangana,245677,8609,Day Scholar,0,2829,Yash,Vasudha,RBL Bank,Hyderabad,837
Nisha Dutta,2000-08-30,India,Telangana,Other,OBC,500146,Delhi Public School,67,Graduation,,,51.0,PhD,Jawaharlal Nehru Technological University,Telangana,67031,4710,Day Scholar,0,7757,Pranit,Siya,Bank of Baroda,Hyderabad,610
Isha Shankar,2005-12-28,India,Telangana,Christian,General,349161,Hyderabad Public School,92,Graduation,,,73.0,Arts,Osmania University,Telangana,278169,8876,Hosteller,22847,0,Udarsh,Ekani,Punjab National Bank,Hyderabad,745
Aanya Subramanian,2002-04-26,India,Telangana,Muslim,Other,969183,Oakridge International School,89,12th,90.0,,,MBA,Jawaharlal Nehru Technological University,Telangana,167412,5666,Hosteller,14703,0,Faris,Adweta,Union Bank of India,Hyderabad,765
Shreya Bava,2002-02-11,India,Telangana,Muslim,OBC,815646,Delhi Public School,92,12th,93.0,,,Engineering,BITS Pilani Hyderabad,Telangana,154883,4394,Hosteller,47551,0,Samar,Radhika,ICICI Bank,Hyderabad,613
Meera Dhar,2005-04-08,India,Telangana,Muslim,General,576244,Narayana,75,Graduation,,,80.0,PhD,BITS Pilani Hyderabad,Telangana,119710,3917,Hosteller,16458,0,Devansh,Unnati,RBL Bank,Hyderabad,830
Riya Shetty,2005-08-07,India,Telangana,Muslim,SC,904814,Sri Chaitanya,79,12th,71.0,,,Medical,ICFAI Business School,Telangana,201680,3797,Day Scholar,0,7895,Anirudh,Bina,Axis Bank,Hyderabad,608
Rupa Agarwal,2004-05-31,India,Telangana,Muslim,General,398715,Oakridge International School,83,Graduation,,,75.0,Medical,University of Hyderabad,Telangana,125403,5333,Day Scholar,0,5363,Ronith,Ekta,Canara Bank,Hyderabad,664
Reyansh Narang,2001-12-02,India,Telangana,Muslim,SC,244486,Narayana,67,Graduation,,,58.0,Engineering,Osmania University,Telangana,64687,4100,Day Scholar,0,7251,Utkarsh,Yashawini,State Bank of India,Hyderabad,614
Raj Aurora,1999-11-21,India,Telangana,Sikh,General,1133320,Oakridge International School,91,Diploma,,73.0,,Law,Osmania University,Telangana,55114,6677,Hosteller,40468,0,Yatin,Xalak,Federal Bank,Hyderabad,799
Reyansh Bala,2002-07-19,India,Telangana,Christian,Other,1155929,Narayana,90,Graduation,,,52.0,Arts,Osmania University,Telangana,171409,3499,Day Scholar,0,3593,Ronith,Dhriti,IDFC FIRST Bank,Hyderabad,730
Vivaan Varma,2003-03-17,India,Telangana,Sikh,Other,580199,Sri Chaitanya,79,12th,95.0,,,Vocational Training,Osmania University,Telangana,247006,8367,Hosteller,29361,0,Charles,Chasmum,Bank of India,Hyderabad,718
Aditya Purohit,2000-09-27,India,Telangana,Other,ST,270424,Narayana,64,12th,82.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,285947,8678,Day Scholar,0,9230,Falan,Avni,Axis Bank,Hyderabad,771
Kian Kothari,2005-08-20,India,Telangana,Christian,OBC,729288,Bhavans,80,12th,90.0,,,PhD,ICFAI Business School,Telangana,180822,7868,Hosteller,12298,0,Tanveer,Yashoda,ICICI Bank,Hyderabad,629
Nisha Chakraborty,2004-12-08,India,Telangana,Christian,OBC,442073,Oakridge International School,71,Graduation,,,77.0,Law,Osmania University,Telangana,95045,2141,Hosteller,16657,0,Ronith,Gauri,HDFC Bank,Hyderabad,766
Shreya Mammen,2004-05-22,India,Telangana,Christian,General,500534,Hyderabad Public School,89,Graduation,,,65.0,Law,University of Hyderabad,Telangana,120963,6008,Day Scholar,0,7146,Jairaj,Saumya,IDFC FIRST Bank,Hyderabad,841
Aanya Gandhi,2001-12-18,India,Telangana,Sikh,OBC,633039,Delhi Public School,61,12th,61.0,,,Arts,mrecw,Telangana,135275,1607,Hosteller,47906,0,Peter,Sudiksha,State Bank of India,Hyderabad,634
Shreya Manne,2002-04-08,India,Telangana,Christian,ST,900806,Narayana,67,Diploma,,55.0,,Medical,University of Hyderabad,Telangana,289737,4135,Day Scholar,0,4921,Shaurya,Dayita,Bank of India,Hyderabad,788
Riya Radhakrishnan,2005-10-29,India,Telangana,Muslim,OBC,902314,Oakridge International School,81,Diploma,,53.0,,Arts,University of Hyderabad,Telangana,175553,8077,Hosteller,47509,0,Hitesh,Yashodhara,HDFC Bank,Hyderabad,706
Isha Bhatnagar,2002-07-16,India,Telangana,Christian,ST,795751,Sri Chaitanya,70,Graduation,,,89.0,Law,BITS Pilani Hyderabad,Telangana,96454,4670,Hosteller,45125,0,Chaitanya,Upma,Federal Bank,Hyderabad,750
Aditya Om,2001-08-31,India,Telangana,Other,Other,982595,Hyderabad Public School,84,Diploma,,52.0,,Vocational Training,University of Hyderabad,Telangana,92261,6123,Day Scholar,0,5647,Lucky,Gautami,Bajaj Finserv,Hyderabad,841
Rupa Badal,2002-09-03,India,Telangana,Hindu,OBC,774663,Hyderabad Public School,69,Graduation,,,58.0,Engineering,Jawaharlal Nehru Technological University,Telangana,76180,3333,Day Scholar,0,4912,Balveer,Pushti,Bajaj Finserv,Hyderabad,756
Kian Patel,2001-02-14,India,Telangana,Hindu,SC,172462,Oakridge International School,64,Diploma,,55.0,,Arts,BITS Pilani Hyderabad,Telangana,154640,8517,Day Scholar,0,6057,Rudra,Xiti,IDFC FIRST Bank,Hyderabad,755
Reyansh Chowdhury,2001-07-21,India,Telangana,Other,SC,268376,Narayana,79,12th,73.0,,,Law,University of Hyderabad,Telangana,95726,1292,Hosteller,49078,0,Dakshesh,Chakrika,Federal Bank,Hyderabad,832
Aarav Venkatesh,1999-10-21,India,Telangana,Sikh,General,941862,Bhavans,82,12th,92.0,,,Medical,Osmania University,Telangana,248796,8427,Hosteller,25371,0,Wridesh,Bishakha,IDFC FIRST Bank,Hyderabad,749
Kian Tandon,2002-03-02,India,Telangana,Hindu,ST,938099,Delhi Public School,88,12th,86.0,,,Engineering,Osmania University,Telangana,65725,7968,Hosteller,47559,0,Ansh,Aarini,IDFC FIRST Bank,Hyderabad,630
Sanya Sodhi,2003-06-20,India,Telangana,Hindu,Other,489478,Hyderabad Public School,85,12th,75.0,,,PhD,University of Hyderabad,Telangana,256687,8334,Hosteller,49906,0,Zayan,Bimala,IDFC FIRST Bank,Hyderabad,703
Aanya Sahota,2000-09-21,India,Telangana,Muslim,OBC,431929,Sri Chaitanya,85,Graduation,,,72.0,Engineering,Jawaharlal Nehru Technological University,Telangana,77038,3285,Hosteller,22696,0,Pratyush,Vinaya,Canara Bank,Hyderabad,825
Saanvi Gara,2000-04-01,India,Telangana,Muslim,OBC,371160,Oakridge International School,65,12th,72.0,,,Medical,Osmania University,Telangana,240692,1466,Hosteller,22466,0,Nihal,Tanmayi,Bank of India,Hyderabad,672
Raj Edwin,2003-12-01,India,Telangana,Hindu,General,135321,Bhavans,75,Diploma,,68.0,,MBA,Osmania University,Telangana,199824,2992,Day Scholar,0,4238,Agastya,Xiti,HDFC Bank,Hyderabad,635
Saanvi Hegde,1999-07-04,India,Telangana,Christian,OBC,182730,Hyderabad Public School,88,12th,64.0,,,Engineering,ICFAI Business School,Telangana,238660,5428,Hosteller,48008,0,Balvan,Hemangini,Bank of India,Hyderabad,748
sri Chaudhuri,1999-07-14,India,Telangana,Muslim,OBC,697679,Sri Chaitanya,78,12th,76.0,,,Law,University of Hyderabad,Telangana,136755,1092,Day Scholar,0,2478,Hritik,Suhani,Punjab National Bank,Hyderabad,797
Riya Wagle,2003-09-12,India,Telangana,Hindu,General,468151,Hyderabad Public School,88,Diploma,,64.0,,Engineering,Osmania University,Telangana,156369,1105,Day Scholar,0,6000,Indrajit,Vansha,HDFC Bank,Hyderabad,751
Ishaan Narasimhan,2003-02-12,India,Telangana,Christian,OBC,529345,Hyderabad Public School,88,Diploma,,62.0,,Engineering,Osmania University,Telangana,105026,9331,Hosteller,39771,0,Azaan,Chakrika,Punjab National Bank,Hyderabad,618
Rupa Garde,2005-09-21,India,Telangana,Hindu,General,1123779,Oakridge International School,84,12th,83.0,,,Engineering,Jawaharlal Nehru Technological University,Telangana,215508,6075,Day Scholar,0,9625,Gaurav,Pushti,State Bank of India,Hyderabad,774
Shreya Aggarwal,2002-07-13,India,Telangana,Muslim,General,451014,Sri Chaitanya,65,Diploma,,66.0,,Law,Jawaharlal Nehru Technological University,Telangana,166858,4606,Hosteller,34958,0,Balveer,Dalaja,Union Bank of India,Hyderabad,796
Ananya Sangha,2000-01-17,India,Telangana,Muslim,ST,787146,Sri Chaitanya,76,Diploma,,90.0,,Law,mrecw,Telangana,142454,3272,Day Scholar,0,5841,Omkaar,Charita,ICICI Bank,Hyderabad,837
Isha Munshi,2004-11-08,India,Telangana,Sikh,ST,367047,Delhi Public School,64,Graduation,,,69.0,Law,Jawaharlal Nehru Technological University,Telangana,201446,9509,Day Scholar,0,2047,Saksham,Adweta,Federal Bank,Hyderabad,822
Saanvi Naik,2002-10-23,India,Telangana,Sikh,Other,1112919,Sri Chaitanya,93,Graduation,,,80.0,PhD,BITS Pilani Hyderabad,Telangana,177644,9396,Hosteller,37937,0,Gabriel,Nimrat,Federal Bank,Hyderabad,618
Riya Patil,2001-09-21,India,Telangana,Christian,Other,62663,Bhavans,90,12th,95.0,,,Law,ICFAI Business School,Telangana,274753,6459,Day Scholar,0,7390,Nicholas,Ira,Canara Bank,Hyderabad,707
Riya Hegde,1999-08-04,India,Telangana,Hindu,OBC,1038175,Narayana,85,Graduation,,,83.0,Vocational Training,ICFAI Business School,Telangana,178209,4345,Hosteller,49698,0,Daksh,Falak,HDFC Bank,Hyderabad,787
Aditya Talwar,2000-02-20,India,Telangana,Muslim,ST,828619,Bhavans,62,12th,67.0,,,Engineering,Jawaharlal Nehru Technological University,Telangana,243876,2847,Day Scholar,0,6011,Samar,Vamakshi,ICICI Bank,Hyderabad,617
Saanvi Ram,2006-05-27,India,Telangana,Christian,General,920583,Bhavans,62,Graduation,,,89.0,MBA,Osmania University,Telangana,276233,5414,Day Scholar,0,9638,Andrew,Avni,IDFC FIRST Bank,Hyderabad,800
Arjun Nayak,2007-01-20,India,Telangana,Christian,SC,1172657,Delhi Public School,79,12th,74.0,,,MBA,mrecw,Telangana,197616,9597,Day Scholar,0,5683,Ekaraj,Udyati,ICICI Bank,Hyderabad,663
Nisha Patla,2005-07-07,India,Telangana,Other,ST,63579,Delhi Public School,75,Diploma,,51.0,,Vocational Training,BITS Pilani Hyderabad,Telangana,197972,7538,Hosteller,27796,0,Naksh,Prisha,Punjab National Bank,Hyderabad,843
Saanvi Amble,2006-11-10,India,Telangana,Other,General,472888,Narayana,85,12th,86.0,,,Law,Jawaharlal Nehru Technological University,Telangana,217421,2607,Hosteller,20317,0,Thomas,Siya,Axis Bank,Hyderabad,719
Ayaan Dutta,2005-04-29,India,Telangana,Christian,Other,265672,Oakridge International School,60,12th,63.0,,,Arts,ICFAI Business School,Telangana,86043,7928,Day Scholar,0,7914,Mohammed,Anamika,ICICI Bank,Hyderabad,633
Sanya Karnik,1999-08-26,India,Telangana,Muslim,SC,913184,Oakridge International School,92,Diploma,,67.0,,Arts,Osmania University,Telangana,249804,4132,Hosteller,10333,0,Falan,Ati,RBL Bank,Hyderabad,792
Aarav Wali,2004-12-29,India,Telangana,Other,ST,144347,Bhavans,64,Diploma,,70.0,,PhD,Osmania University,Telangana,250909,4590,Day Scholar,0,2089,Balveer,Eesha,HDFC Bank,Hyderabad,612
Aanya Tak,2004-03-11,India,Telangana,Muslim,General,539528,Narayana,83,12th,79.0,,,Vocational Training,Osmania University,Telangana,187737,7706,Day Scholar,0,5204,Banjeet,Ekantika,Punjab National Bank,Hyderabad,622
Aditya Sem,2003-06-03,India,Telangana,Sikh,Other,341422,Sri Chaitanya,70,Diploma,,66.0,,Engineering,BITS Pilani Hyderabad,Telangana,112325,8695,Day Scholar,0,2679,Lohit,Osha,State Bank of India,Hyderabad,785
Ishaan Sule,2003-05-17,India,Telangana,Hindu,Other,528950,Hyderabad Public School,61,Diploma,,54.0,,Medical,mrecw,Telangana,270739,5936,Day Scholar,0,9662,Nakul,Yochana,Kotak Mahindra Bank,Hyderabad,780
Reyansh Kurian,1999-12-17,India,Telangana,Sikh,SC,138044,Oakridge International School,72,Graduation,,,81.0,MBA,mrecw,Telangana,234909,5496,Day Scholar,0,6036,Naveen,Saumya,ICICI Bank,Hyderabad,660
Aaditya Gaba,2006-06-01,India,Telangana,Christian,SC,114524,Hyderabad Public School,76,Graduation,,,58.0,Vocational Training,Osmania University,Telangana,96372,5646,Day Scholar,0,5759,Ishwar,Anita,Union Bank of India,Hyderabad,699
Aditya Lal,2002-11-15,India,Telangana,Christian,OBC,1153207,Bhavans,82,12th,78.0,,,Law,ICFAI Business School,Telangana,188688,8939,Day Scholar,0,5747,Finn,Urvashi,ICICI Bank,Hyderabad,676
sri Char,2006-03-01,India,Telangana,Sikh,ST,216231,Narayana,68,Graduation,,,74.0,PhD,ICFAI Business School,Telangana,129950,9992,Hosteller,42609,0,Girik,Rachana,Bank of Baroda,Hyderabad,738
Vivaan Chand,2001-09-29,India,Telangana,Christian,OBC,359422,Bhavans,71,Diploma,,51.0,,Arts,BITS Pilani Hyderabad,Telangana,183323,7870,Hosteller,48572,0,Simon,Ijaya,HDFC Bank,Hyderabad,614
Riya Khalsa,2000-03-09,India,Telangana,Hindu,SC,717295,Oakridge International School,68,Diploma,,88.0,,Medical,Jawaharlal Nehru Technological University,Telangana,295893,8825,Hosteller,33358,0,Azaan,Yashvi,Bajaj Finserv,Hyderabad,705
Shreya Wadhwa,2002-10-25,India,Telangana,Muslim,Other,196630,Sri Chaitanya,68,Graduation,,,73.0,Engineering,mrecw,Telangana,281842,6032,Hosteller,36148,0,Aarnav,Ira,Kotak Mahindra Bank,Hyderabad,795
Rupa Khurana,2007-01-27,India,Telangana,Sikh,SC,210428,Narayana,71,12th,93.0,,,Medical,University of Hyderabad,Telangana,111080,8720,Day Scholar,0,8834,Yagnesh,Nimrat,Bajaj Finserv,Hyderabad,683
Aanya Dube,2004-07-26,India,Telangana,Christian,General,558331,Hyderabad Public School,63,Diploma,,51.0,,Arts,Osmania University,Telangana,102622,2606,Hosteller,45039,0,Yug,Anya,Bank of India,Hyderabad,657
Vivaan Parsa,2004-03-23,India,Telangana,Christian,OBC,827435,Hyderabad Public School,94,Diploma,,57.0,,Law,Osmania University,Telangana,90128,1911,Hosteller,15779,0,Ojas,Vanya,HDFC Bank,Hyderabad,836
Ishaan Tiwari,2000-09-13,India,Telangana,Muslim,ST,1187986,Delhi Public School,92,Graduation,,,85.0,MBA,BITS Pilani Hyderabad,Telangana,57387,2028,Hosteller,11668,0,Rachit,Jasmit,HDFC Bank,Hyderabad,821
Kian Kale,2001-03-19,India,Telangana,Christian,Other,1169316,Bhavans,68,Graduation,,,84.0,PhD,Osmania University,Telangana,226069,8973,Day Scholar,0,7720,Samesh,Yoshita,HDFC Bank,Hyderabad,693
Nisha Nath,2001-09-10,India,Telangana,Other,Other,611187,Bhavans,66,Diploma,,81.0,,PhD,BITS Pilani Hyderabad,Telangana,84492,3413,Hosteller,13007,0,Veer,Vamakshi,State Bank of India,Hyderabad,797
Vivaan Dhar,2005-03-27,India,Telangana,Hindu,General,426199,Hyderabad Public School,92,12th,71.0,,,Law,University of Hyderabad,Telangana,264903,3663,Hosteller,23504,0,Hredhaan,Warhi,Punjab National Bank,Hyderabad,787
Isha Gulati,2005-09-24,India,Telangana,Other,Other,96067,Oakridge International School,82,Graduation,,,90.0,Medical,BITS Pilani Hyderabad,Telangana,87934,5216,Day Scholar,0,9081,Guneet,Krishna,IDFC FIRST Bank,Hyderabad,826
Aarav Mishra,2004-11-21,India,Telangana,Other,ST,380520,Bhavans,82,Graduation,,,89.0,Engineering,Jawaharlal Nehru Technological University,Telangana,281469,8219,Hosteller,41111,0,Hardik,Nikita,IDFC FIRST Bank,Hyderabad,606
Ishaan Bera,2005-07-16,India,Telangana,Muslim,General,1104953,Sri Chaitanya,61,Diploma,,67.0,,PhD,University of Hyderabad,Telangana,212749,8705,Hosteller,22690,0,Girik,Ladli,Kotak Mahindra Bank,Hyderabad,636
Shreya Sant,2000-03-16,India,Telangana,Other,ST,556289,Delhi Public School,81,12th,81.0,,,Arts,ICFAI Business School,Telangana,128605,3645,Day Scholar,0,9765,Balveer,Zansi,ICICI Bank,Hyderabad,601
Priya Chaudhry,2006-11-23,India,Telangana,Sikh,Other,461913,Bhavans,73,12th,65.0,,,Medical,BITS Pilani Hyderabad,Telangana,199178,6852,Day Scholar,0,3715,Champak,Isha,IDFC FIRST Bank,Hyderabad,616
sri Krishna,2002-05-14,India,Telangana,Muslim,ST,1022920,Narayana,85,12th,65.0,,,Medical,Osmania University,Telangana,227791,2172,Day Scholar,0,8642,Viraj,Ubika,Federal Bank,Hyderabad,653
Priya Mand,2006-11-11,India,Telangana,Sikh,Other,771627,Sri Chaitanya,61,Diploma,,57.0,,Law,mrecw,Telangana,55522,5335,Hosteller,37683,0,Advik,Saumya,Punjab National Bank,Hyderabad,813
Reyansh Barad,2003-04-30,India,Telangana,Muslim,OBC,959939,Hyderabad Public School,85,12th,85.0,,,PhD,Jawaharlal Nehru Technological University,Telangana,250326,2343,Hosteller,39930,0,Timothy,Yahvi,RBL Bank,Hyderabad,768
Aarav Ramanathan,2002-10-18,India,Telangana,Sikh,OBC,444241,Hyderabad Public School,86,12th,74.0,,,Arts,University of Hyderabad,Telangana,269779,2034,Hosteller,41331,0,Manthan,Isha,IDFC FIRST Bank,Hyderabad,750
Vivaan Kale,2003-05-07,India,Telangana,Hindu,ST,850444,Sri Chaitanya,60,Diploma,,81.0,,Vocational Training,mrecw,Telangana,243051,1643,Day Scholar,0,5864,Anthony,Yutika,Axis Bank,Hyderabad,756
Aditya Lal,2005-06-15,India,Telangana,Other,Other,1168049,Bhavans,71,Graduation,,,72.0,Vocational Training,University of Hyderabad,Telangana,228666,8608,Day Scholar,0,9737,Hredhaan,Arunima,Bajaj Finserv,Hyderabad,827
Saanvi Shroff,2006-06-29,India,Telangana,Sikh,General,938396,Bhavans,90,Diploma,,80.0,,MBA,mrecw,Telangana,67868,4359,Day Scholar,0,4278,Mohammed,Priya,ICICI Bank,Hyderabad,763
Ayaan Nazareth,2000-05-25,India,Telangana,Other,ST,159386,Delhi Public School,88,Graduation,,,72.0,Medical,University of Hyderabad,Telangana,133908,8879,Hosteller,17149,0,Reyansh,Zinal,Axis Bank,Hyderabad,610
Aarav Bhavsar,2005-09-29,India,Telangana,Christian,General,582138,Delhi Public School,71,Graduation,,,64.0,MBA,Osmania University,Telangana,126286,2079,Day Scholar,0,6932,Dev,Meera,State Bank of India,Hyderabad,602
